Year_Month,Card_type,Travel_Mode,Trip,DATE
Jul-17,School Student,Bus,1298172,1/07/2017
Jul-17,Senior/Pensioner,Bus,4020743,1/07/2017
Jul-17,Adult,Ferry,858171,1/07/2017
Jul-17,CTP,Ferry,2138,1/07/2017
Jul-17,Child/Youth,Ferry,157889,1/07/2017
Jul-17,Concession,Ferry,26169,1/07/2017
Jul-17,Employee,Ferry,4730,1/07/2017
Jul-17,Free Travel,Ferry,2328,1/07/2017
Jul-17,School Student,Ferry,1043,1/07/2017
Jul-17,Senior/Pensioner,Ferry,180265,1/07/2017
Jul-17,Sgl Trip Ferry Adult,Ferry,55823,1/07/2017
Jul-17,Sgl Trip Ferry Child/Youth,Ferry,20097,1/07/2017
Jul-17,Adult,Light Rail,607262,1/07/2017
Jul-17,Child/Youth,Light Rail,51615,1/07/2017
Jul-17,Concession,Light Rail,30979,1/07/2017
Jul-17,Employee,Light Rail,1,1/07/2017
Jul-17,Free Travel,Light Rail,665,1/07/2017
Jul-17,School Student,Light Rail,2976,1/07/2017
Jul-17,Senior/Pensioner,Light Rail,135655,1/07/2017
Jul-17,Sgl Trip LR Adult,Light Rail,4507,1/07/2017
Jul-17,Sgl Trip LR Child/Youth,Light Rail,1486,1/07/2017
Jul-17,Adult,Train,23827242,1/07/2017
Jul-17,Child/Youth,Train,1407616,1/07/2017
Jul-17,Concession,Train,1719629,1/07/2017
Jul-17,Employee,Train,294034,1/07/2017
Jul-17,Free Travel,Train,32228,1/07/2017
Jul-17,School Student,Train,562500,1/07/2017
Jul-17,Senior/Pensioner,Train,2804836,1/07/2017
Jul-17,Sgl Trip Rail Adult,Train,330262,1/07/2017
Jul-17,Sgl Trip Rail Child/Youth,Train,92187,1/07/2017
Aug-17,Adult,Bus,14614966,1/08/2017
Aug-17,Adult Single Bus Trip 1,Bus,152050,1/08/2017
Aug-17,Adult Single Bus Trip 2,Bus,88604,1/08/2017
Aug-17,Adult Single Bus Trip 3,Bus,33402,1/08/2017
Aug-17,Child/Youth,Bus,1129569,1/08/2017
Aug-17,Child/Youth Single Bus Trip 1,Bus,37346,1/08/2017
Aug-17,Child/Youth Single Bus Trip 2,Bus,24122,1/08/2017
Aug-17,Child/Youth Single Bus Trip 3,Bus,6683,1/08/2017
Aug-17,Concession,Bus,2287083,1/08/2017
Aug-17,Day Pass Child/Youth w/o SAF,Bus,7,1/08/2017
Aug-17,Day Pass without SAF,Bus,15,1/08/2017
Aug-17,Employee,Bus,75220,1/08/2017
Aug-17,Free Travel,Bus,39408,1/08/2017
Aug-17,School Student,Bus,2871680,1/08/2017
Aug-17,Senior/Pensioner,Bus,4196065,1/08/2017
Aug-17,Adult,Ferry,759500,1/08/2017
Aug-17,CTP,Ferry,1976,1/08/2017
Aug-17,Child/Youth,Ferry,79252,1/08/2017
Aug-17,Concession,Ferry,27276,1/08/2017
Aug-17,Day Pass Child/Youth w/o SAF,Ferry,3,1/08/2017
Aug-17,Day Pass without SAF,Ferry,5,1/08/2017
Aug-17,Employee,Ferry,4423,1/08/2017
Aug-17,Free Travel,Ferry,2045,1/08/2017
Aug-17,School Student,Ferry,2206,1/08/2017
Aug-17,Senior/Pensioner,Ferry,164130,1/08/2017
Aug-17,Sgl Trip Ferry Adult,Ferry,47631,1/08/2017
Aug-17,Sgl Trip Ferry Child/Youth,Ferry,11008,1/08/2017
Aug-17,Adult,Light Rail,575024,1/08/2017
Aug-17,Child/Youth,Light Rail,33221,1/08/2017
Aug-17,Concession,Light Rail,33944,1/08/2017
Aug-17,Day Pass Child/Youth w/o SAF,Light Rail,3,1/08/2017
Aug-17,Day Pass without SAF,Light Rail,2,1/08/2017
Aug-17,Free Travel,Light Rail,840,1/08/2017
Aug-17,School Student,Light Rail,7008,1/08/2017
Aug-17,Senior/Pensioner,Light Rail,125345,1/08/2017
Aug-17,Sgl Trip LR Adult,Light Rail,4398,1/08/2017
Aug-17,Sgl Trip LR Child/Youth,Light Rail,905,1/08/2017
Aug-17,Adult,Train,25596844,1/08/2017
Aug-17,Child/Youth,Train,983919,1/08/2017
Aug-17,Concession,Train,2822581,1/08/2017
Aug-17,Day Pass Child/Youth w/o SAF,Train,9,1/08/2017
Aug-17,Day Pass without SAF,Train,18,1/08/2017
Aug-17,Employee,Train,316870,1/08/2017
Aug-17,Free Travel,Train,34768,1/08/2017
Aug-17,School Student,Train,1234164,1/08/2017
Aug-17,Senior/Pensioner,Train,2902953,1/08/2017
Aug-17,Sgl Trip Rail Adult,Train,329921,1/08/2017
Aug-17,Sgl Trip Rail Child/Youth,Train,63560,1/08/2017
Sep-17,Adult,Bus,13735459,1/09/2017
Sep-17,Adult Single Bus Trip 1,Bus,150254,1/09/2017
Sep-17,Adult Single Bus Trip 2,Bus,85965,1/09/2017
Sep-17,Adult Single Bus Trip 3,Bus,32005,1/09/2017
Sep-17,Child/Youth,Bus,1264103,1/09/2017
Sep-17,Child/Youth Single Bus Trip 1,Bus,45357,1/09/2017
Sep-17,Child/Youth Single Bus Trip 2,Bus,34037,1/09/2017
Sep-17,Child/Youth Single Bus Trip 3,Bus,9811,1/09/2017
Sep-17,Concession,Bus,1774365,1/09/2017
Sep-17,Day Pass Child/Youth w/o SAF,Bus,31,1/09/2017
Sep-17,Day Pass without SAF,Bus,152,1/09/2017
Sep-17,Employee,Bus,70403,1/09/2017
Sep-17,Free Travel,Bus,37030,1/09/2017
Sep-17,School Student,Bus,1932171,1/09/2017
Sep-17,Senior/Pensioner,Bus,3987618,1/09/2017
Sep-17,Adult,Ferry,810739,1/09/2017
Sep-17,CTP,Ferry,2049,1/09/2017
Sep-17,Child/Youth,Ferry,113007,1/09/2017
Sep-17,Concession,Ferry,27929,1/09/2017
Sep-17,Day Pass without SAF,Ferry,1,1/09/2017
Sep-17,Employee,Ferry,4735,1/09/2017
Sep-17,Free Travel,Ferry,2164,1/09/2017
Sep-17,School Student,Ferry,1626,1/09/2017
Sep-17,Senior/Pensioner,Ferry,172131,1/09/2017
Sep-17,Sgl Trip Ferry Adult,Ferry,51151,1/09/2017
Sep-17,Sgl Trip Ferry Child/Youth,Ferry,12129,1/09/2017
Sep-17,Adult,Light Rail,557826,1/09/2017
Sep-17,Child/Youth,Light Rail,36029,1/09/2017
Sep-17,Concession,Light Rail,29661,1/09/2017
Sep-17,Free Travel,Light Rail,789,1/09/2017
Sep-17,School Student,Light Rail,4709,1/09/2017
Sep-17,Senior/Pensioner,Light Rail,130108,1/09/2017
Sep-17,Sgl Trip LR Adult,Light Rail,4194,1/09/2017
Sep-17,Sgl Trip LR Child/Youth,Light Rail,899,1/09/2017
Sep-17,Adult,Train,24295203,1/09/2017
Sep-17,Child/Youth,Train,1219264,1/09/2017
Sep-17,Concession,Train,2208678,1/09/2017
Sep-17,Day Pass Child/Youth w/o SAF,Train,28,1/09/2017
Sep-17,Day Pass without SAF,Train,174,1/09/2017
Sep-17,Employee,Train,284062,1/09/2017
Sep-17,Free Travel,Train,30029,1/09/2017
Sep-17,School Student,Train,819372,1/09/2017
Sep-17,Senior/Pensioner,Train,2805731,1/09/2017
Sep-17,Sgl Trip Rail Adult,Train,330192,1/09/2017
Sep-17,Sgl Trip Rail Child/Youth,Train,74585,1/09/2017
Oct-17,Adult,Bus,14493838,1/10/2017
Oct-17,Adult Single Bus Trip 1,Bus,154191,1/10/2017
Oct-17,Adult Single Bus Trip 2,Bus,88281,1/10/2017
Oct-17,Adult Single Bus Trip 3,Bus,32576,1/10/2017
Oct-17,Child/Youth,Bus,1262367,1/10/2017
Oct-17,Child/Youth Single Bus Trip 1,Bus,42773,1/10/2017
Oct-17,Child/Youth Single Bus Trip 2,Bus,31260,1/10/2017
Oct-17,Child/Youth Single Bus Trip 3,Bus,8908,1/10/2017
Oct-17,Concession,Bus,1841943,1/10/2017
Oct-17,Day Pass Child/Youth w/o SAF,Bus,20,1/10/2017
Oct-17,Day Pass without SAF,Bus,76,1/10/2017
Oct-17,Employee,Bus,71545,1/10/2017
Oct-17,Free Travel,Bus,39006,1/10/2017
Oct-17,School Student,Bus,2060482,1/10/2017
Oct-17,Senior/Pensioner,Bus,4107245,1/10/2017
Oct-17,Adult,Ferry,897449,1/10/2017
Oct-17,CTP,Ferry,2459,1/10/2017
Oct-17,Child/Youth,Ferry,115643,1/10/2017
Oct-17,Concession,Ferry,25454,1/10/2017
Oct-17,Day Pass without SAF,Ferry,1,1/10/2017
Oct-17,Employee,Ferry,5098,1/10/2017
Oct-17,Free Travel,Ferry,2145,1/10/2017
Oct-17,School Student,Ferry,1718,1/10/2017
Oct-17,Senior/Pensioner,Ferry,183390,1/10/2017
Oct-17,Sgl Trip Ferry Adult,Ferry,58384,1/10/2017
Oct-17,Sgl Trip Ferry Child/Youth,Ferry,11756,1/10/2017
Oct-17,Adult,Light Rail,628033,1/10/2017
Oct-17,Child/Youth,Light Rail,38062,1/10/2017
Oct-17,Concession,Light Rail,30368,1/10/2017
Oct-17,Free Travel,Light Rail,946,1/10/2017
Oct-17,School Student,Light Rail,4544,1/10/2017
Oct-17,Senior/Pensioner,Light Rail,144853,1/10/2017
Oct-17,Sgl Trip LR Adult,Light Rail,4756,1/10/2017
Oct-17,Sgl Trip LR Child/Youth,Light Rail,899,1/10/2017
Oct-17,Adult,Train,25069317,1/10/2017
Oct-17,Child/Youth,Train,1167816,1/10/2017
Oct-17,Concession,Train,2229618,1/10/2017
Oct-17,Day Pass Child/Youth w/o SAF,Train,7,1/10/2017
Oct-17,Day Pass without SAF,Train,73,1/10/2017
Oct-17,Employee,Train,285686,1/10/2017
Oct-17,Free Travel,Train,30517,1/10/2017
Oct-17,School Student,Train,824499,1/10/2017
Oct-17,Senior/Pensioner,Train,2880156,1/10/2017
Oct-17,Sgl Trip Rail Adult,Train,351369,1/10/2017
Oct-17,Sgl Trip Rail Child/Youth,Train,71176,1/10/2017
Nov-17,Adult,Bus,14927209,1/11/2017
Nov-17,Adult Single Bus Trip 1,Bus,152433,1/11/2017
Nov-17,Adult Single Bus Trip 2,Bus,86713,1/11/2017
Nov-17,Adult Single Bus Trip 3,Bus,31905,1/11/2017
Nov-17,Child/Youth,Bus,1175200,1/11/2017
Nov-17,Child/Youth Single Bus Trip 1,Bus,36062,1/11/2017
Nov-17,Child/Youth Single Bus Trip 2,Bus,23996,1/11/2017
Nov-17,Child/Youth Single Bus Trip 3,Bus,6816,1/11/2017
Nov-17,Concession,Bus,1473370,1/11/2017
Nov-17,Day Pass without SAF,Bus,1,1/11/2017
Nov-17,Employee,Bus,74772,1/11/2017
Nov-17,Free Travel,Bus,39917,1/11/2017
Nov-17,School Student,Bus,2589339,1/11/2017
Nov-17,Senior/Pensioner,Bus,4269152,1/11/2017
Nov-17,Adult,Ferry,901775,1/11/2017
Nov-17,CTP,Ferry,2019,1/11/2017
Nov-17,Child/Youth,Ferry,75010,1/11/2017
Nov-17,Concession,Ferry,24358,1/11/2017
Nov-17,Employee,Ferry,5435,1/11/2017
Nov-17,Free Travel,Ferry,2330,1/11/2017
Nov-17,School Student,Ferry,2444,1/11/2017
Nov-17,Senior/Pensioner,Ferry,183905,1/11/2017
Nov-17,Sgl Trip Ferry Adult,Ferry,63149,1/11/2017
Nov-17,Sgl Trip Ferry Child/Youth,Ferry,7171,1/11/2017
Nov-17,Adult,Light Rail,649009,1/11/2017
Nov-17,Child/Youth,Light Rail,35504,1/11/2017
Nov-17,Concession,Light Rail,31344,1/11/2017
Nov-17,Employee,Light Rail,2,1/11/2017
Nov-17,Free Travel,Light Rail,937,1/11/2017
Nov-17,School Student,Light Rail,5671,1/11/2017
Nov-17,Senior/Pensioner,Light Rail,146513,1/11/2017
Nov-17,Sgl Trip LR Adult,Light Rail,5215,1/11/2017
Nov-17,Sgl Trip LR Child/Youth,Light Rail,791,1/11/2017
Nov-17,Adult,Train,25763265,1/11/2017
Nov-17,Child/Youth,Train,1062144,1/11/2017
Nov-17,Concession,Train,1827754,1/11/2017
Nov-17,Day Pass without SAF,Train,2,1/11/2017
Nov-17,Employee,Train,300528,1/11/2017
Nov-17,Free Travel,Train,32193,1/11/2017
Nov-17,School Student,Train,1065221,1/11/2017
Nov-17,Senior/Pensioner,Train,2979774,1/11/2017
Nov-17,Sgl Trip Rail Adult,Train,366190,1/11/2017
Nov-17,Sgl Trip Rail Child/Youth,Train,60053,1/11/2017
Dec-17,Adult,Bus,13321082,1/12/2017
Dec-17,Adult Single Bus Trip 1,Bus,158523,1/12/2017
Dec-17,Adult Single Bus Trip 2,Bus,91020,1/12/2017
Dec-17,Adult Single Bus Trip 3,Bus,33611,1/12/2017
Dec-17,Child/Youth,Bus,1412859,1/12/2017
Dec-17,Child/Youth Single Bus Trip 1,Bus,48701,1/12/2017
Dec-17,Child/Youth Single Bus Trip 2,Bus,38599,1/12/2017
Dec-17,Child/Youth Single Bus Trip 3,Bus,11737,1/12/2017
Dec-17,Concession,Bus,1066654,1/12/2017
Dec-17,Day Pass Child/Youth w/o SAF,Bus,2,1/12/2017
Dec-17,Employee,Bus,69644,1/12/2017
Dec-17,Free Travel,Bus,35334,1/12/2017
Dec-17,School Student,Bus,926795,1/12/2017
Dec-17,Senior/Pensioner,Bus,3927879,1/12/2017
Dec-17,Adult,Ferry,1046211,1/12/2017
Dec-17,CTP,Ferry,2307,1/12/2017
Dec-17,Child/Youth,Ferry,146402,1/12/2017
Dec-17,Concession,Ferry,28201,1/12/2017
Dec-17,Employee,Ferry,5165,1/12/2017
Dec-17,Free Travel,Ferry,2099,1/12/2017
Dec-17,School Student,Ferry,988,1/12/2017
Dec-17,Senior/Pensioner,Ferry,185440,1/12/2017
Dec-17,Sgl Trip Ferry Adult,Ferry,75067,1/12/2017
Dec-17,Sgl Trip Ferry Child/Youth,Ferry,18807,1/12/2017
Dec-17,Adult,Light Rail,643916,1/12/2017
Dec-17,Child/Youth,Light Rail,49043,1/12/2017
Dec-17,Concession,Light Rail,28319,1/12/2017
Dec-17,Employee,Light Rail,1,1/12/2017
Dec-17,Free Travel,Light Rail,852,1/12/2017
Dec-17,School Student,Light Rail,1860,1/12/2017
Dec-17,Senior/Pensioner,Light Rail,148175,1/12/2017
Dec-17,Sgl Trip LR Adult,Light Rail,5741,1/12/2017
Dec-17,Sgl Trip LR Child/Youth,Light Rail,1399,1/12/2017
Dec-17,Adult,Train,22729922,1/12/2017
Dec-17,Child/Youth,Train,1423432,1/12/2017
Dec-17,Concession,Train,1406927,1/12/2017
Dec-17,Employee,Train,254579,1/12/2017
Dec-17,Free Travel,Train,26829,1/12/2017
Dec-17,School Student,Train,385688,1/12/2017
Dec-17,Senior/Pensioner,Train,2749627,1/12/2017
Dec-17,Sgl Trip Rail Adult,Train,396404,1/12/2017
Dec-17,Sgl Trip Rail Child/Youth,Train,94481,1/12/2017
Jan-18,Adult,Bus,13665898,1/01/2018
Jan-18,Adult Single Bus Trip 1,Bus,144931,1/01/2018
Jan-18,Adult Single Bus Trip 2,Bus,80665,1/01/2018
Jan-18,Adult Single Bus Trip 3,Bus,29410,1/01/2018
Jan-18,Child/Youth,Bus,1559929,1/01/2018
Jan-18,Child/Youth Single Bus Trip 1,Bus,49176,1/01/2018
Jan-18,Child/Youth Single Bus Trip 2,Bus,40857,1/01/2018
Jan-18,Child/Youth Single Bus Trip 3,Bus,12535,1/01/2018
Jan-18,Concession,Bus,1022052,1/01/2018
Jan-18,Employee,Bus,67410,1/01/2018
Jan-18,Free Travel,Bus,34628,1/01/2018
Jan-18,On Demand,Bus,232,1/01/2018
Jan-18,Other,Bus,24389,1/01/2018
Jan-18,School Student,Bus,186979,1/01/2018
Jan-18,Senior/Pensioner,Bus,3857789,1/01/2018
Jan-18,Adult,Ferry,1112314,1/01/2018
Jan-18,CTP,Ferry,2466,1/01/2018
Jan-18,Child/Youth,Ferry,199548,1/01/2018
Jan-18,Concession,Ferry,29192,1/01/2018
Jan-18,Employee,Ferry,6262,1/01/2018
Jan-18,Free Travel,Ferry,2417,1/01/2018
Jan-18,School Student,Ferry,252,1/01/2018
Jan-18,Senior/Pensioner,Ferry,220589,1/01/2018
Jan-18,Sgl Trip Ferry Adult,Ferry,79580,1/01/2018
Jan-18,Sgl Trip Ferry Child/Youth,Ferry,23423,1/01/2018
Jan-18,Adult,Light Rail,142036,1/01/2018
Jan-18,Child/Youth,Light Rail,14275,1/01/2018
Jan-18,Concession,Light Rail,6681,1/01/2018
Jan-18,Free Travel,Light Rail,194,1/01/2018
Jan-18,School Student,Light Rail,441,1/01/2018
Jan-18,Senior/Pensioner,Light Rail,28435,1/01/2018
Jan-18,Sgl Trip LR Adult,Light Rail,1211,1/01/2018
Jan-18,Sgl Trip LR Child/Youth,Light Rail,447,1/01/2018
Jan-18,Adult,Train,22118391,1/01/2018
Jan-18,Child/Youth,Train,1491713,1/01/2018
Jan-18,Concession,Train,1278438,1/01/2018
Jan-18,Day Pass without SAF,Train,1,1/01/2018
Jan-18,Employee,Train,237035,1/01/2018
Jan-18,Free Travel,Train,24340,1/01/2018
Jan-18,School Student,Train,80493,1/01/2018
Jan-18,Senior/Pensioner,Train,2550328,1/01/2018
Jan-18,Sgl Trip Rail Adult,Train,317462,1/01/2018
Jan-18,Sgl Trip Rail Child/Youth,Train,88665,1/01/2018
Feb-18,Adult,Bus,14158256,1/02/2018
Feb-18,Adult Single Bus Trip 1,Bus,135021,1/02/2018
Feb-18,Adult Single Bus Trip 2,Bus,72765,1/02/2018
Feb-18,Adult Single Bus Trip 3,Bus,25901,1/02/2018
Feb-18,Child/Youth,Bus,1271723,1/02/2018
Feb-18,Child/Youth Single Bus Trip 1,Bus,28631,1/02/2018
Feb-18,Child/Youth Single Bus Trip 2,Bus,19424,1/02/2018
Feb-18,Child/Youth Single Bus Trip 3,Bus,5413,1/02/2018
Feb-18,Concession,Bus,1275676,1/02/2018
Feb-18,Employee,Bus,71212,1/02/2018
Feb-18,Free Travel,Bus,36666,1/02/2018
Feb-18,On Demand,Bus,672,1/02/2018
Feb-18,Other,Bus,55421,1/02/2018
Feb-18,School Student,Bus,2701483,1/02/2018
Feb-18,Senior/Pensioner,Bus,3956457,1/02/2018
Feb-18,Adult,Ferry,902195,1/02/2018
Feb-18,CTP,Ferry,2069,1/02/2018
Feb-18,Child/Youth,Ferry,65080,1/02/2018
Feb-18,Concession,Ferry,24733,1/02/2018
Feb-18,Employee,Ferry,4994,1/02/2018
Feb-18,Free Travel,Ferry,2129,1/02/2018
Feb-18,School Student,Ferry,2904,1/02/2018
Feb-18,Senior/Pensioner,Ferry,184482,1/02/2018
Feb-18,Sgl Trip Ferry Adult,Ferry,63773,1/02/2018
Feb-18,Sgl Trip Ferry Child/Youth,Ferry,8079,1/02/2018
Feb-18,Adult,Light Rail,550240,1/02/2018
Feb-18,Child/Youth,Light Rail,35485,1/02/2018
Feb-18,Concession,Light Rail,26363,1/02/2018
Feb-18,Free Travel,Light Rail,793,1/02/2018
Feb-18,School Student,Light Rail,6277,1/02/2018
Feb-18,Senior/Pensioner,Light Rail,135060,1/02/2018
Feb-18,Sgl Trip LR Adult,Light Rail,4590,1/02/2018
Feb-18,Sgl Trip LR Child/Youth,Light Rail,737,1/02/2018
Feb-18,Adult,Train,23096119,1/02/2018
Feb-18,Child/Youth,Train,1013582,1/02/2018
Feb-18,Concession,Train,1546266,1/02/2018
Feb-18,Employee,Train,259220,1/02/2018
Feb-18,Free Travel,Train,27068,1/02/2018
Feb-18,School Student,Train,1071662,1/02/2018
Feb-18,Senior/Pensioner,Train,2656033,1/02/2018
Feb-18,Sgl Trip Rail Adult,Train,314269,1/02/2018
Feb-18,Sgl Trip Rail Child/Youth,Train,51872,1/02/2018
Mar-18,Adult,Bus,15671919,1/03/2018
Mar-18,Adult Single Bus Trip 1,Bus,149812,1/03/2018
Mar-18,Adult Single Bus Trip 2,Bus,81989,1/03/2018
Mar-18,Adult Single Bus Trip 3,Bus,28085,1/03/2018
Mar-18,Child/Youth,Bus,1325239,1/03/2018
Mar-18,Child/Youth Single Bus Trip 1,Bus,33439,1/03/2018
Mar-18,Child/Youth Single Bus Trip 2,Bus,22468,1/03/2018
Mar-18,Child/Youth Single Bus Trip 3,Bus,6274,1/03/2018
Mar-18,Concession,Bus,2271925,1/03/2018
Mar-18,Day Pass Child/Youth w/o SAF,Bus,17,1/03/2018
Mar-18,Day Pass without SAF,Bus,45,1/03/2018
Mar-18,Employee,Bus,77210,1/03/2018
Mar-18,Free Travel,Bus,40280,1/03/2018
Mar-18,On Demand,Bus,1049,1/03/2018
Mar-18,Other,Bus,64634,1/03/2018
Mar-18,School Student,Bus,2983327,1/03/2018
Mar-18,Senior/Pensioner,Bus,4303012,1/03/2018
Mar-18,Adult,Ferry,977515,1/03/2018
Mar-18,CTP,Ferry,14690,1/03/2018
Mar-18,Child/Youth,Ferry,77736,1/03/2018
Mar-18,Concession,Ferry,32530,1/03/2018
Mar-18,Employee,Ferry,4829,1/03/2018
Mar-18,Free Travel,Ferry,2048,1/03/2018
Mar-18,School Student,Ferry,2544,1/03/2018
Mar-18,Senior/Pensioner,Ferry,200909,1/03/2018
Mar-18,Sgl Trip Ferry Adult,Ferry,61722,1/03/2018
Mar-18,Sgl Trip Ferry Child/Youth,Ferry,10095,1/03/2018
Mar-18,Adult,Light Rail,615888,1/03/2018
Mar-18,CTP,Light Rail,3018,1/03/2018
Mar-18,Child/Youth,Light Rail,35724,1/03/2018
Mar-18,Concession,Light Rail,34138,1/03/2018
Mar-18,Free Travel,Light Rail,860,1/03/2018
Mar-18,School Student,Light Rail,5884,1/03/2018
Mar-18,Senior/Pensioner,Light Rail,143404,1/03/2018
Mar-18,Sgl Trip LR Adult,Light Rail,4325,1/03/2018
Mar-18,Sgl Trip LR Child/Youth,Light Rail,648,1/03/2018
Mar-18,Adult,Train,26186985,1/03/2018
Mar-18,Child/Youth,Train,1149786,1/03/2018
Mar-18,Concession,Train,2756796,1/03/2018
Mar-18,Day Pass Child/Youth w/o SAF,Train,4,1/03/2018
Mar-18,Day Pass without SAF,Train,32,1/03/2018
Mar-18,Employee,Train,289223,1/03/2018
Mar-18,Free Travel,Train,30090,1/03/2018
Mar-18,School Student,Train,1154541,1/03/2018
Mar-18,Senior/Pensioner,Train,2976317,1/03/2018
Mar-18,Sgl Trip Rail Adult,Train,361338,1/03/2018
Mar-18,Sgl Trip Rail Child/Youth,Train,62376,1/03/2018
Apr-18,Adult,Bus,14183574,1/04/2018
Apr-18,Adult Single Bus Trip 1,Bus,139901,1/04/2018
Apr-18,Adult Single Bus Trip 2,Bus,75101,1/04/2018
Apr-18,Adult Single Bus Trip 3,Bus,25295,1/04/2018
Apr-18,Child/Youth,Bus,1426034,1/04/2018
Apr-18,Child/Youth Single Bus Trip 1,Bus,41733,1/04/2018
Apr-18,Child/Youth Single Bus Trip 2,Bus,32744,1/04/2018
Apr-18,Child/Youth Single Bus Trip 3,Bus,9079,1/04/2018
Apr-18,Concession,Bus,1787676,1/04/2018
Apr-18,Day Pass Child/Youth w/o SAF,Bus,8,1/04/2018
Apr-18,Day Pass without SAF,Bus,111,1/04/2018
Apr-18,Employee,Bus,70833,1/04/2018
Apr-18,Free Travel,Bus,36465,1/04/2018
Apr-18,On Demand,Bus,1319,1/04/2018
Apr-18,Other,Bus,41889,1/04/2018
Apr-18,School Student,Bus,1243894,1/04/2018
Apr-18,Senior/Pensioner,Bus,3949337,1/04/2018
Apr-18,Adult,Ferry,982513,1/04/2018
Apr-18,CTP,Ferry,20559,1/04/2018
Apr-18,Child/Youth,Ferry,156154,1/04/2018
Apr-18,Concession,Ferry,29908,1/04/2018
Apr-18,Employee,Ferry,4990,1/04/2018
Apr-18,Free Travel,Ferry,2131,1/04/2018
Apr-18,School Student,Ferry,1064,1/04/2018
Apr-18,Senior/Pensioner,Ferry,214610,1/04/2018
Apr-18,Sgl Trip Ferry Adult,Ferry,54494,1/04/2018
Apr-18,Sgl Trip Ferry Child/Youth,Ferry,16375,1/04/2018
Apr-18,Adult,Light Rail,586057,1/04/2018
Apr-18,CTP,Light Rail,6047,1/04/2018
Apr-18,Child/Youth,Light Rail,48611,1/04/2018
Apr-18,Concession,Light Rail,28950,1/04/2018
Apr-18,Employee,Light Rail,1,1/04/2018
Apr-18,Free Travel,Light Rail,887,1/04/2018
Apr-18,School Student,Light Rail,2521,1/04/2018
Apr-18,Senior/Pensioner,Light Rail,151012,1/04/2018
Apr-18,Sgl Trip LR Adult,Light Rail,3698,1/04/2018
Apr-18,Sgl Trip LR Child/Youth,Light Rail,1173,1/04/2018
Apr-18,Adult,Train,23988605,1/04/2018
Apr-18,Child/Youth,Train,1375098,1/04/2018
Apr-18,Concession,Train,2206207,1/04/2018
Apr-18,Day Pass Child/Youth w/o SAF,Train,6,1/04/2018
Apr-18,Day Pass without SAF,Train,102,1/04/2018
Apr-18,Employee,Train,262786,1/04/2018
Apr-18,Free Travel,Train,28378,1/04/2018
Apr-18,School Student,Train,491342,1/04/2018
Apr-18,Senior/Pensioner,Train,2776197,1/04/2018
Apr-18,Sgl Trip Rail Adult,Train,303161,1/04/2018
Apr-18,Sgl Trip Rail Child/Youth,Train,80284,1/04/2018
May-18,Adult,Bus,15824004,1/05/2018
May-18,Adult Single Bus Trip 1,Bus,138667,1/05/2018
May-18,Adult Single Bus Trip 2,Bus,73371,1/05/2018
May-18,Adult Single Bus Trip 3,Bus,24464,1/05/2018
May-18,Child/Youth,Bus,1184699,1/05/2018
May-18,Child/Youth Single Bus Trip 1,Bus,29882,1/05/2018
May-18,Child/Youth Single Bus Trip 2,Bus,19692,1/05/2018
May-18,Child/Youth Single Bus Trip 3,Bus,5125,1/05/2018
May-18,Concession,Bus,2210352,1/05/2018
May-18,Day Pass Child/Youth w/o SAF,Bus,29,1/05/2018
May-18,Day Pass without SAF,Bus,206,1/05/2018
May-18,Employee,Bus,79814,1/05/2018
May-18,Free Travel,Bus,41549,1/05/2018
May-18,On Demand,Bus,1782,1/05/2018
May-18,Other,Bus,66092,1/05/2018
May-18,School Student,Bus,3252145,1/05/2018
May-18,Senior/Pensioner,Bus,4400482,1/05/2018
May-18,Adult,Ferry,828410,1/05/2018
May-18,CTP,Ferry,18440,1/05/2018
May-18,Child/Youth,Ferry,66680,1/05/2018
May-18,Concession,Ferry,27719,1/05/2018
May-18,Employee,Ferry,5203,1/05/2018
May-18,Free Travel,Ferry,2178,1/05/2018
May-18,School Student,Ferry,3347,1/05/2018
May-18,Senior/Pensioner,Ferry,201001,1/05/2018
May-18,Sgl Trip Ferry Adult,Ferry,40546,1/05/2018
May-18,Sgl Trip Ferry Child/Youth,Ferry,6662,1/05/2018
May-18,Adult,Light Rail,627483,1/05/2018
May-18,CTP,Light Rail,7480,1/05/2018
May-18,Child/Youth,Light Rail,34958,1/05/2018
May-18,Concession,Light Rail,30938,1/05/2018
May-18,Day Pass without SAF,Light Rail,1,1/05/2018
May-18,Free Travel,Light Rail,910,1/05/2018
May-18,School Student,Light Rail,8352,1/05/2018
May-18,Senior/Pensioner,Light Rail,144297,1/05/2018
May-18,Sgl Trip LR Adult,Light Rail,3668,1/05/2018
May-18,Sgl Trip LR Child/Youth,Light Rail,640,1/05/2018
May-18,Adult,Train,27561815,1/05/2018
May-18,Child/Youth,Train,960677,1/05/2018
May-18,Concession,Train,2700245,1/05/2018
May-18,Day Pass Child/Youth w/o SAF,Train,16,1/05/2018
May-18,Day Pass without SAF,Train,190,1/05/2018
May-18,Employee,Train,320124,1/05/2018
May-18,Free Travel,Train,32251,1/05/2018
May-18,School Student,Train,1304566,1/05/2018
May-18,Senior/Pensioner,Train,3076313,1/05/2018
May-18,Sgl Trip Rail Adult,Train,311005,1/05/2018
May-18,Sgl Trip Rail Child/Youth,Train,55363,1/05/2018
Jun-18,Adult,Bus,14071974,1/06/2018
