Year_Month,Card_type,Line,Trip
Sep-16,Sgl Trip LR Adult,Dulwich Hill Line,127
Sep-16,Senior/Pensioner,Dulwich Hill Line,4056
Sep-16,Adult,Dulwich Hill Line,16248
Sep-16,Child/Youth,Dulwich Hill Line,1637
Sep-16,Concession,Dulwich Hill Line,911
Sep-16,Senior/Pensioner,Dulwich Hill Line,5058
Sep-16,Sgl Trip LR Adult,Dulwich Hill Line,146
Sep-16,Free Travel,Dulwich Hill Line,34
Sep-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,42
Sep-16,Concession,Dulwich Hill Line,1189
Sep-16,Child/Youth,Dulwich Hill Line,1335
Sep-16,Adult,Dulwich Hill Line,18989
Sep-16,Sgl Trip LR Adult,Dulwich Hill Line,86
Sep-16,Senior/Pensioner,Dulwich Hill Line,4409
Sep-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,13
Sep-16,School Student,Dulwich Hill Line,303
Sep-16,Free Travel,Dulwich Hill Line,27
Sep-16,Concession,Dulwich Hill Line,780
Sep-16,Child/Youth,Dulwich Hill Line,979
Sep-16,Adult,Dulwich Hill Line,18668
Sep-16,Sgl Trip LR Adult,Dulwich Hill Line,62
Sep-16,Senior/Pensioner,Dulwich Hill Line,4990
Sep-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,1
Sep-16,School Student,Dulwich Hill Line,289
Sep-16,Free Travel,Dulwich Hill Line,23
Sep-16,Concession,Dulwich Hill Line,697
Sep-16,Child/Youth,Dulwich Hill Line,1300
Sep-16,Adult,Dulwich Hill Line,14652
Sep-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,27
Sep-16,Free Travel,Dulwich Hill Line,14
Sep-16,Sgl Trip LR Adult,Dulwich Hill Line,101
Sep-16,Senior/Pensioner,Dulwich Hill Line,4067
Sep-16,Concession,Dulwich Hill Line,748
Sep-16,Child/Youth,Dulwich Hill Line,886
Sep-16,Adult,Dulwich Hill Line,17741
Sep-16,Sgl Trip LR Adult,Dulwich Hill Line,66
Sep-16,Senior/Pensioner,Dulwich Hill Line,4440
Sep-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,11
Sep-16,School Student,Dulwich Hill Line,277
Sep-16,Free Travel,Dulwich Hill Line,28
Sep-16,Concession,Dulwich Hill Line,810
Sep-16,Child/Youth,Dulwich Hill Line,1429
Sep-16,Adult,Dulwich Hill Line,14741
Sep-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,47
Sep-16,Free Travel,Dulwich Hill Line,28
Sep-16,Sgl Trip LR Adult,Dulwich Hill Line,143
Sep-16,Senior/Pensioner,Dulwich Hill Line,4357
Sep-16,Concession,Dulwich Hill Line,891
Sep-16,Child/Youth,Dulwich Hill Line,1036
Sep-16,Adult,Dulwich Hill Line,18008
Sep-16,Sgl Trip LR Adult,Dulwich Hill Line,50
Sep-16,Senior/Pensioner,Dulwich Hill Line,5261
Sep-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,11
Sep-16,School Student,Dulwich Hill Line,262
Sep-16,Free Travel,Dulwich Hill Line,18
Sep-16,Concession,Dulwich Hill Line,770
Sep-16,Child/Youth,Dulwich Hill Line,874
Sep-16,Adult,Dulwich Hill Line,18263
Sep-16,Sgl Trip LR Adult,Dulwich Hill Line,53
Sep-16,Senior/Pensioner,Dulwich Hill Line,3789
Sep-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,10
Sep-16,School Student,Dulwich Hill Line,282
Sep-16,Free Travel,Dulwich Hill Line,40
Sep-16,Concession,Dulwich Hill Line,635
Sep-16,Child/Youth,Dulwich Hill Line,1805
Sep-16,Adult,Dulwich Hill Line,16469
Sep-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,14
Sep-16,Free Travel,Dulwich Hill Line,27
Sep-16,Sgl Trip LR Adult,Dulwich Hill Line,86
Sep-16,Senior/Pensioner,Dulwich Hill Line,4123
Sep-16,Concession,Dulwich Hill Line,1064
Sep-16,Child/Youth,Dulwich Hill Line,948
Sep-16,Adult,Dulwich Hill Line,19848
Sep-16,Sgl Trip LR Adult,Dulwich Hill Line,94
Sep-16,Senior/Pensioner,Dulwich Hill Line,3591
Sep-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,21
Sep-16,School Student,Dulwich Hill Line,219
Sep-16,Free Travel,Dulwich Hill Line,23
Sep-16,Concession,Dulwich Hill Line,937
Sep-16,Child/Youth,Dulwich Hill Line,965
Sep-16,Adult,Dulwich Hill Line,17643
Sep-16,Sgl Trip LR Adult,Dulwich Hill Line,64
Sep-16,Senior/Pensioner,Dulwich Hill Line,4926
Sep-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,13
Sep-16,School Student,Dulwich Hill Line,241
Sep-16,Free Travel,Dulwich Hill Line,23
Sep-16,Concession,Dulwich Hill Line,585
Sep-16,Child/Youth,Dulwich Hill Line,1551
Sep-16,Adult,Dulwich Hill Line,14995
Sep-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,21
Sep-16,Free Travel,Dulwich Hill Line,28
Sep-16,Sgl Trip LR Adult,Dulwich Hill Line,105
Sep-16,Senior/Pensioner,Dulwich Hill Line,3663
Sep-16,Concession,Dulwich Hill Line,844
Sep-16,Child/Youth,Dulwich Hill Line,995
Sep-16,Adult,Dulwich Hill Line,18431
Sep-16,Sgl Trip LR Adult,Dulwich Hill Line,71
Sep-16,Senior/Pensioner,Dulwich Hill Line,4390
Sep-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,10
Sep-16,School Student,Dulwich Hill Line,257
Sep-16,Free Travel,Dulwich Hill Line,25
Sep-16,Concession,Dulwich Hill Line,925
Sep-16,Child/Youth,Dulwich Hill Line,1323
Sep-16,Adult,Dulwich Hill Line,18914
Sep-16,Sgl Trip LR Adult,Dulwich Hill Line,60
Sep-16,Senior/Pensioner,Dulwich Hill Line,4138
Sep-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,14
Sep-16,School Student,Dulwich Hill Line,256
Sep-16,Free Travel,Dulwich Hill Line,35
Sep-16,Concession,Dulwich Hill Line,778
Sep-16,Child/Youth,Dulwich Hill Line,2049
Sep-16,Adult,Dulwich Hill Line,18624
Sep-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,35
Sep-16,Free Travel,Dulwich Hill Line,27
Sep-16,Sgl Trip LR Adult,Dulwich Hill Line,113
Sep-16,Senior/Pensioner,Dulwich Hill Line,4431
Sep-16,Adult,Dulwich Hill Line,20302
Sep-16,Child/Youth,Dulwich Hill Line,2050
Sep-16,Concession,Dulwich Hill Line,874
Sep-16,Senior/Pensioner,Dulwich Hill Line,4065
Sep-16,Sgl Trip LR Adult,Dulwich Hill Line,156
Sep-16,Free Travel,Dulwich Hill Line,27
Sep-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,42
Sep-16,Concession,Dulwich Hill Line,855
Sep-16,Child/Youth,Dulwich Hill Line,1083
Sep-16,Adult,Dulwich Hill Line,17699
Sep-16,Sgl Trip LR Adult,Dulwich Hill Line,72
Sep-16,Senior/Pensioner,Dulwich Hill Line,5738
Sep-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,12
Sep-16,School Student,Dulwich Hill Line,255
Sep-16,Free Travel,Dulwich Hill Line,19
Sep-16,Concession,Dulwich Hill Line,1269
Sep-16,Child/Youth,Dulwich Hill Line,1380
Sep-16,Adult,Dulwich Hill Line,20441
Sep-16,Sgl Trip LR Adult,Dulwich Hill Line,95
Sep-16,Senior/Pensioner,Dulwich Hill Line,4685
Sep-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,26
Sep-16,School Student,Dulwich Hill Line,202
Sep-16,Free Travel,Dulwich Hill Line,20
Sep-16,Concession,Dulwich Hill Line,850
Sep-16,Child/Youth,Dulwich Hill Line,911
Sep-16,Adult,Dulwich Hill Line,17277
Sep-16,Sgl Trip LR Adult,Dulwich Hill Line,70
Sep-16,Senior/Pensioner,Dulwich Hill Line,4669
Sep-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,14
Sep-16,School Student,Dulwich Hill Line,263
Sep-16,Free Travel,Dulwich Hill Line,14
Sep-16,Concession,Dulwich Hill Line,1072
Sep-16,Child/Youth,Dulwich Hill Line,1167
Sep-16,Adult,Dulwich Hill Line,19933
Sep-16,Sgl Trip LR Adult,Dulwich Hill Line,102
Sep-16,Senior/Pensioner,Dulwich Hill Line,4151
Sep-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,24
Sep-16,School Student,Dulwich Hill Line,244
Sep-16,Free Travel,Dulwich Hill Line,27
Sep-16,Concession,Dulwich Hill Line,1036
Sep-16,Child/Youth,Dulwich Hill Line,1328
Sep-16,Adult,Dulwich Hill Line,19200
Sep-16,Sgl Trip LR Adult,Dulwich Hill Line,80
Sep-16,Senior/Pensioner,Dulwich Hill Line,5107
Sep-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,20
Sep-16,School Student,Dulwich Hill Line,249
Sep-16,Free Travel,Dulwich Hill Line,44
Sep-16,Adult,Dulwich Hill Line,19250
Sep-16,Child/Youth,Dulwich Hill Line,1577
Sep-16,Concession,Dulwich Hill Line,981
Sep-16,Senior/Pensioner,Dulwich Hill Line,4894
Sep-16,Sgl Trip LR Adult,Dulwich Hill Line,94
Sep-16,Free Travel,Dulwich Hill Line,32
Sep-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,34
Sep-16,Adult,Dulwich Hill Line,20264
Sep-16,Child/Youth,Dulwich Hill Line,2165
Sep-16,Concession,Dulwich Hill Line,999
Sep-16,Senior/Pensioner,Dulwich Hill Line,5948
Sep-16,Sgl Trip LR Adult,Dulwich Hill Line,102
Sep-16,Free Travel,Dulwich Hill Line,52
Sep-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,68
Sep-16,Concession,Dulwich Hill Line,823
Sep-16,Child/Youth,Dulwich Hill Line,916
Sep-16,Adult,Dulwich Hill Line,17729
Sep-16,Sgl Trip LR Adult,Dulwich Hill Line,69
Sep-16,Senior/Pensioner,Dulwich Hill Line,3799
Sep-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,24
Sep-16,School Student,Dulwich Hill Line,267
Sep-16,Free Travel,Dulwich Hill Line,30
Sep-16,Concession,Dulwich Hill Line,972
Sep-16,Child/Youth,Dulwich Hill Line,1115
Sep-16,Adult,Dulwich Hill Line,18531
Sep-16,Sgl Trip LR Adult,Dulwich Hill Line,76
Sep-16,Senior/Pensioner,Dulwich Hill Line,4560
Sep-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,14
Sep-16,School Student,Dulwich Hill Line,276
Sep-16,Free Travel,Dulwich Hill Line,30
Oct-16,Concession,Dulwich Hill Line,630
Oct-16,Child/Youth,Dulwich Hill Line,1725
Oct-16,Adult,Dulwich Hill Line,15619
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,37
Oct-16,Free Travel,Dulwich Hill Line,31
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,97
Oct-16,Senior/Pensioner,Dulwich Hill Line,4422
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,199
Oct-16,Senior/Pensioner,Dulwich Hill Line,4760
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,52
Oct-16,Free Travel,Dulwich Hill Line,11
Oct-16,Concession,Dulwich Hill Line,927
Oct-16,Child/Youth,Dulwich Hill Line,1637
Oct-16,Adult,Dulwich Hill Line,17078
Oct-16,Concession,Dulwich Hill Line,840
Oct-16,Child/Youth,Dulwich Hill Line,754
Oct-16,Adult,Dulwich Hill Line,18669
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,11
Oct-16,School Student,Dulwich Hill Line,276
Oct-16,Free Travel,Dulwich Hill Line,26
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,79
Oct-16,Senior/Pensioner,Dulwich Hill Line,3855
Oct-16,Concession,Dulwich Hill Line,957
Oct-16,Child/Youth,Dulwich Hill Line,978
Oct-16,Adult,Dulwich Hill Line,18979
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,2
Oct-16,School Student,Dulwich Hill Line,274
Oct-16,Free Travel,Dulwich Hill Line,27
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,64
Oct-16,Senior/Pensioner,Dulwich Hill Line,4936
Oct-16,Concession,Dulwich Hill Line,995
Oct-16,Child/Youth,Dulwich Hill Line,915
Oct-16,Adult,Dulwich Hill Line,19893
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,12
Oct-16,School Student,Dulwich Hill Line,256
Oct-16,Free Travel,Dulwich Hill Line,38
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,75
Oct-16,Senior/Pensioner,Dulwich Hill Line,5032
Oct-16,Concession,Dulwich Hill Line,350
Oct-16,Child/Youth,Dulwich Hill Line,747
Oct-16,Adult,Dulwich Hill Line,6797
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,17
Oct-16,Free Travel,Dulwich Hill Line,17
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,92
Oct-16,Senior/Pensioner,Dulwich Hill Line,1797
Oct-16,Concession,Dulwich Hill Line,568
Oct-16,Child/Youth,Dulwich Hill Line,1816
Oct-16,Adult,Dulwich Hill Line,16986
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,24
Oct-16,Free Travel,Dulwich Hill Line,18
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,96
Oct-16,Senior/Pensioner,Dulwich Hill Line,4725
Oct-16,Senior/Pensioner,Dulwich Hill Line,5095
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,88
Oct-16,Free Travel,Dulwich Hill Line,35
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,34
Oct-16,Adult,Dulwich Hill Line,19284
Oct-16,Child/Youth,Dulwich Hill Line,1986
Oct-16,Concession,Dulwich Hill Line,1103
Oct-16,Adult,Dulwich Hill Line,18540
Oct-16,Child/Youth,Dulwich Hill Line,1524
Oct-16,Concession,Dulwich Hill Line,881
Oct-16,Senior/Pensioner,Dulwich Hill Line,5428
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,76
Oct-16,Free Travel,Dulwich Hill Line,29
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,32
Oct-16,Adult,Dulwich Hill Line,12883
Oct-16,Child/Youth,Dulwich Hill Line,1398
Oct-16,Concession,Dulwich Hill Line,532
Oct-16,Senior/Pensioner,Dulwich Hill Line,3474
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,123
Oct-16,Free Travel,Dulwich Hill Line,19
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,53
Oct-16,Senior/Pensioner,Dulwich Hill Line,4765
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,106
Oct-16,Free Travel,Dulwich Hill Line,32
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,44
Oct-16,Adult,Dulwich Hill Line,20472
Oct-16,Child/Youth,Dulwich Hill Line,1921
Oct-16,Concession,Dulwich Hill Line,1093
Oct-16,Concession,Dulwich Hill Line,843
Oct-16,Child/Youth,Dulwich Hill Line,832
Oct-16,Adult,Dulwich Hill Line,18477
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,11
Oct-16,School Student,Dulwich Hill Line,256
Oct-16,Free Travel,Dulwich Hill Line,21
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,58
Oct-16,Senior/Pensioner,Dulwich Hill Line,3597
Oct-16,Concession,Dulwich Hill Line,946
Oct-16,Child/Youth,Dulwich Hill Line,861
Oct-16,Adult,Dulwich Hill Line,19191
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,9
Oct-16,School Student,Dulwich Hill Line,271
Oct-16,Free Travel,Dulwich Hill Line,38
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,100
Oct-16,Senior/Pensioner,Dulwich Hill Line,6162
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,87
Oct-16,Senior/Pensioner,Dulwich Hill Line,4718
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,37
Oct-16,Free Travel,Dulwich Hill Line,10
Oct-16,Concession,Dulwich Hill Line,671
Oct-16,Child/Youth,Dulwich Hill Line,1848
Oct-16,Adult,Dulwich Hill Line,17451
Oct-16,Concession,Dulwich Hill Line,824
Oct-16,Child/Youth,Dulwich Hill Line,1499
Oct-16,Adult,Dulwich Hill Line,15606
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,26
Oct-16,Free Travel,Dulwich Hill Line,28
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,149
Oct-16,Senior/Pensioner,Dulwich Hill Line,4668
Oct-16,Concession,Dulwich Hill Line,856
Oct-16,Child/Youth,Dulwich Hill Line,843
Oct-16,Adult,Dulwich Hill Line,19109
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,6
Oct-16,School Student,Dulwich Hill Line,291
Oct-16,Free Travel,Dulwich Hill Line,38
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,69
Oct-16,Senior/Pensioner,Dulwich Hill Line,5864
Oct-16,Concession,Dulwich Hill Line,903
Oct-16,Child/Youth,Dulwich Hill Line,804
Oct-16,Adult,Dulwich Hill Line,18754
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,7
Oct-16,School Student,Dulwich Hill Line,256
Oct-16,Free Travel,Dulwich Hill Line,42
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,66
Oct-16,Senior/Pensioner,Dulwich Hill Line,6314
Oct-16,Concession,Dulwich Hill Line,627
Oct-16,Child/Youth,Dulwich Hill Line,1591
Oct-16,Adult,Dulwich Hill Line,17342
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,33
Oct-16,Free Travel,Dulwich Hill Line,29
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,79
Oct-16,Senior/Pensioner,Dulwich Hill Line,4618
Oct-16,Concession,Dulwich Hill Line,845
Oct-16,Child/Youth,Dulwich Hill Line,743
Oct-16,Adult,Dulwich Hill Line,18791
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,13
Oct-16,School Student,Dulwich Hill Line,250
Oct-16,Free Travel,Dulwich Hill Line,25
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,57
Oct-16,Senior/Pensioner,Dulwich Hill Line,3620
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,138
Oct-16,Senior/Pensioner,Dulwich Hill Line,4443
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,28
Oct-16,Free Travel,Dulwich Hill Line,35
Oct-16,Concession,Dulwich Hill Line,807
Oct-16,Child/Youth,Dulwich Hill Line,1385
Oct-16,Adult,Dulwich Hill Line,15154
Oct-16,Concession,Dulwich Hill Line,956
Oct-16,Child/Youth,Dulwich Hill Line,878
Oct-16,Adult,Dulwich Hill Line,18731
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,7
Oct-16,School Student,Dulwich Hill Line,273
Oct-16,Free Travel,Dulwich Hill Line,28
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,101
Oct-16,Senior/Pensioner,Dulwich Hill Line,4871
Oct-16,Concession,Dulwich Hill Line,1149
Oct-16,Child/Youth,Dulwich Hill Line,1021
Oct-16,Adult,Dulwich Hill Line,20638
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,8
Oct-16,School Student,Dulwich Hill Line,255
Oct-16,Free Travel,Dulwich Hill Line,18
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,83
Oct-16,Senior/Pensioner,Dulwich Hill Line,4339
Oct-16,Concession,Dulwich Hill Line,1087
Oct-16,Child/Youth,Dulwich Hill Line,1138
Oct-16,Adult,Dulwich Hill Line,20698
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,13
Oct-16,School Student,Dulwich Hill Line,273
Oct-16,Free Travel,Dulwich Hill Line,27
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,114
Oct-16,Senior/Pensioner,Dulwich Hill Line,4618
Oct-16,Employee,Dulwich Hill Line,1
Oct-16,Concession,Dulwich Hill Line,956
Oct-16,Child/Youth,Dulwich Hill Line,812
Oct-16,Adult,Dulwich Hill Line,18916
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,5
Oct-16,School Student,Dulwich Hill Line,270
Oct-16,Free Travel,Dulwich Hill Line,52
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,80
Oct-16,Senior/Pensioner,Dulwich Hill Line,6050
Oct-16,Concession,Dulwich Hill Line,712
Oct-16,Child/Youth,Dulwich Hill Line,1337
Oct-16,Adult,Dulwich Hill Line,15271
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,41
Oct-16,Free Travel,Dulwich Hill Line,28
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,125
Oct-16,Senior/Pensioner,Dulwich Hill Line,4697
Oct-16,Concession,Dulwich Hill Line,1099
Oct-16,Child/Youth,Dulwich Hill Line,1155
Oct-16,Adult,Dulwich Hill Line,20118
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,13
Oct-16,School Student,Dulwich Hill Line,281
Oct-16,Free Travel,Dulwich Hill Line,24
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,76
Oct-16,Senior/Pensioner,Dulwich Hill Line,4507
Oct-16,Senior/Pensioner,Dulwich Hill Line,6049
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,86
Oct-16,Free Travel,Dulwich Hill Line,34
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,59
Oct-16,Adult,Dulwich Hill Line,19419
Oct-16,Child/Youth,Dulwich Hill Line,1859
Oct-16,Concession,Dulwich Hill Line,1003
Oct-16,Concession,Dulwich Hill Line,948
Oct-16,Child/Youth,Dulwich Hill Line,796
Oct-16,Adult,Dulwich Hill Line,18301
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,15
Oct-16,School Student,Dulwich Hill Line,279
Oct-16,Free Travel,Dulwich Hill Line,35
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,80
Oct-16,Senior/Pensioner,Dulwich Hill Line,5252
Oct-16,Concession,Dulwich Hill Line,926
Oct-16,Child/Youth,Dulwich Hill Line,905
Oct-16,Adult,Dulwich Hill Line,18590
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,6
Oct-16,School Student,Dulwich Hill Line,292
Oct-16,Free Travel,Dulwich Hill Line,33
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,89
Oct-16,Senior/Pensioner,Dulwich Hill Line,5576
Oct-16,Concession,Dulwich Hill Line,1052
Oct-16,Child/Youth,Dulwich Hill Line,910
Oct-16,Adult,Dulwich Hill Line,18904
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,9
Oct-16,School Student,Dulwich Hill Line,251
Oct-16,Free Travel,Dulwich Hill Line,28
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,66
Oct-16,Senior/Pensioner,Dulwich Hill Line,3812
Oct-16,Sgl Trip LR Adult,Dulwich Hill Line,118
Oct-16,Senior/Pensioner,Dulwich Hill Line,5109
Oct-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,51
Oct-16,Free Travel,Dulwich Hill Line,43
Oct-16,Concession,Dulwich Hill Line,788
Oct-16,Child/Youth,Dulwich Hill Line,2606
Oct-16,Adult,Dulwich Hill Line,20193
Nov-16,Concession,Dulwich Hill Line,20
Nov-16,Child/Youth,Dulwich Hill Line,48
Nov-16,Adult,Dulwich Hill Line,502
Nov-16,Senior/Pensioner,Dulwich Hill Line,292
Nov-16,Concession,Dulwich Hill Line,1103
Nov-16,Child/Youth,Dulwich Hill Line,849
Nov-16,Adult,Dulwich Hill Line,19711
Nov-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,6
Nov-16,School Student,Dulwich Hill Line,243
Nov-16,Free Travel,Dulwich Hill Line,33
Nov-16,Sgl Trip LR Adult,Dulwich Hill Line,87
Nov-16,Senior/Pensioner,Dulwich Hill Line,4738
Nov-16,Concession,Dulwich Hill Line,1037
Nov-16,Child/Youth,Dulwich Hill Line,1369
Nov-16,Adult,Dulwich Hill Line,20260
Nov-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,14
Nov-16,School Student,Dulwich Hill Line,269
Nov-16,Free Travel,Dulwich Hill Line,29
Nov-16,Sgl Trip LR Adult,Dulwich Hill Line,94
Nov-16,Senior/Pensioner,Dulwich Hill Line,5363
Nov-16,Concession,Dulwich Hill Line,1126
Nov-16,Child/Youth,Dulwich Hill Line,1092
Nov-16,Adult,Dulwich Hill Line,21487
Nov-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,14
Nov-16,School Student,Dulwich Hill Line,265
Nov-16,Free Travel,Dulwich Hill Line,26
Nov-16,Sgl Trip LR Adult,Dulwich Hill Line,101
Nov-16,Senior/Pensioner,Dulwich Hill Line,4555
Nov-16,Concession,Dulwich Hill Line,990
Nov-16,Child/Youth,Dulwich Hill Line,953
Nov-16,Adult,Dulwich Hill Line,19193
Nov-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,1
Nov-16,School Student,Dulwich Hill Line,264
Nov-16,Free Travel,Dulwich Hill Line,24
Nov-16,Sgl Trip LR Adult,Dulwich Hill Line,30
Nov-16,Senior/Pensioner,Dulwich Hill Line,3651
Nov-16,Concession,Dulwich Hill Line,29
Nov-16,Child/Youth,Dulwich Hill Line,35
Nov-16,Adult,Dulwich Hill Line,629
Nov-16,Free Travel,Dulwich Hill Line,1
Nov-16,Senior/Pensioner,Dulwich Hill Line,455
Nov-16,Concession,Dulwich Hill Line,952
Nov-16,Child/Youth,Dulwich Hill Line,963
Nov-16,Adult,Dulwich Hill Line,19855
Nov-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,14
Nov-16,School Student,Dulwich Hill Line,254
Nov-16,Free Travel,Dulwich Hill Line,20
Nov-16,Sgl Trip LR Adult,Dulwich Hill Line,66
Nov-16,Senior/Pensioner,Dulwich Hill Line,4320
Nov-16,Concession,Dulwich Hill Line,1016
Nov-16,Child/Youth,Dulwich Hill Line,851
Nov-16,Adult,Dulwich Hill Line,19998
Nov-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,12
Nov-16,School Student,Dulwich Hill Line,257
Nov-16,Free Travel,Dulwich Hill Line,29
Nov-16,Sgl Trip LR Adult,Dulwich Hill Line,85
Nov-16,Senior/Pensioner,Dulwich Hill Line,5020
Nov-16,Concession,Dulwich Hill Line,981
Nov-16,Child/Youth,Dulwich Hill Line,897
Nov-16,Adult,Dulwich Hill Line,19943
Nov-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,13
Nov-16,School Student,Dulwich Hill Line,268
Nov-16,Free Travel,Dulwich Hill Line,29
Nov-16,Sgl Trip LR Adult,Dulwich Hill Line,60
Nov-16,Senior/Pensioner,Dulwich Hill Line,3676
Nov-16,Concession,Dulwich Hill Line,867
Nov-16,Child/Youth,Dulwich Hill Line,897
Nov-16,Adult,Dulwich Hill Line,20095
Nov-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,11
Nov-16,School Student,Dulwich Hill Line,227
Nov-16,Free Travel,Dulwich Hill Line,35
Nov-16,Sgl Trip LR Adult,Dulwich Hill Line,83
Nov-16,Senior/Pensioner,Dulwich Hill Line,6324
Nov-16,Concession,Dulwich Hill Line,995
Nov-16,Child/Youth,Dulwich Hill Line,993
Nov-16,Adult,Dulwich Hill Line,20243
Nov-16,Sgl Trip LR Child/Youth,Dulwich Hill Line,13
Nov-16,School Student,Dulwich Hill Line,248
Nov-16,Free Travel,Dulwich Hill Line,27
Nov-16,Sgl Trip LR Adult,Dulwich Hill Line,82
Nov-16,Senior/Pensioner,Dulwich Hill Line,4713
